company,BIZ_NO,mean
세원건설,5138103929,43.35395030136987
웰코스,1308146868,49.42557353424658
창성에이스산업,2128121494,33.43394087671233
진영지업,2028108359,13.791894356164386
성호프린트,1388118522,1.4481407123287673
동남개발잡,6038146274,11.76986301369863
키카,1268124472,38.038067753424656
연호전자,1198109982,52.24691767123287
오에스피,1338139046,1.2580019452054798
동진기업,1258119281,5.304971863013698
아이디헬스케어그룹,1048150626,7.598173068493151
일토씨엔엠,4188109711,11.398918657534246
인산씨앤씨,2068155344,6.400995753424657
지엘돈의문디앤씨,2148746168,36.77982416438356
경우이앤씨,2078131175,10.789300520547943
지엠에스,3068134858,22.12983498630137
알메탈,5148128957,25.23888736986301
한국가와사키로보틱스,1398142194,16.102739726027398
그래닛홀딩스,1208195998,38.40237167123288
성일건설,2208623066,39.224941479452056
삼우아트,1048149231,8.456620356164382
픽슨,4168109393,31.081313287671232
남양진흥기업,1388101263,38.84260139726028
광명잉크제조,6038108983,4.566209698630137
한국케이블티브이푸른방송,5038123573,0.6392693698630137
박스코,6058131200,51.24189175342465
에버켐,1288151859,14.938356164383562
제니코,1078157308,31.21792808219178
영진기업,6108137787,23.6594874520548
히즈시스템,1338132441,8.34562591780822
라비돌,1248123064,37.6621686849315
유니엔스,1138120956,7.7307913972602735
성우,6098108128,43.936583424657535
엠트랜스,1058603932,10.048346301369865
태영건설,6168127647,16.249936383561643
한우리식품,1248141553,14.801543150684934
보스톤사이언티픽코리아,2148612619,22.24657183561644
성우,1258141459,44.00895465753425
현우산기,5058111603,3.26027397260274
프랭클린템플턴투자자문,1168136710,38.078885917808215
단에이앤씨종합건축사사무소,1398113044,22.49999704109589
계명,1248152176,67.94107463013698
나원산업,5058108812,17.471019260273973
로이포스,1148177302,0.8785686575342465
21세기,1248164712,21.12128473972603
활림건설,3128108340,42.0250101369863
대신인터내셔날,6178137279,15.924657534246576
아산,1348158143,22.06618583561644
복정제형,1058175799,40.65099430136986
대유산업,6168101517,30.482426
동성화학공업,1258104323,11.588024383561644
아라리오,3128104553,16.891363616438355
에스아이지패키징코리아,2118153125,20.22799723287672
금강에너텍,1308161025,35.439158027397255
구스베,1358146640,8.476544657534246
제이피엠,6098161268,24.62869164383562
진성테크,1378143182,43.868002520547954
한국유량계공업,1238139812,49.90402863013699
제일스텐철강,1318151097,16.205479452054796
금진해운,2018153870,22.173513890410955
진주랑,1088115238,26.151926465753423
고려노벨화약,6048131624,25.47000131506849
신스틸,1058128957,12.08501202739726
세창인터내쇼날,1198117139,21.8382637260274
하농,2118644034,59.48182934246575
발레오오토모티브코리아,1348101766,9.469178082191782
제이웨이브,1058650906,21.44002167123288
백산이엔씨,5028127561,18.065068493150687
알버말코리아,2208676277,14.56925189041096
대호산업,4108119480,18.363653506849317
부영마린,6028124898,4.478397287671233
건영스틸,1378149003,16.95651898630137
동일에프엔지,1348106378,7.895390821917808
남곡건설,5138115838,40.39638136986301
신한발브공업,1198102499,10.731705452054792
일우공영,2248120125,4.414002438356164
세화골게이트팩,6228125964,20.29247947945206
정도이앤피,1198109075,14.353780602739723
동성철강,1078103762,15.552313945205478
단월드,2158137578,71.76240780821918
삼동산업,3128119129,33.70410950684932
제이피로지스틱스,1258147185,1.870160602739726
파워클,1058617421,14.60958904109589
삼익티디에프,2108124627,3.6575342465753424
명성기업,1278126245,43.42954580821918
에스탱크엔지니어링,6098151552,11.247294164383565
삼우합금공업,1348132861,22.90932490410959
스피넥스,1398126457,16.47945205479452
와브코코리아,1258133487,9.967382684931508
민진,1248168076,25.984340356164388
대진항운,1058132825,2.608695397260274
투웨니퍼스트,1148629810,33.693456054794524
동신모텍,6158127149,23.839762986301373
케이디앤70,1178148825,36.77982416438356
한국커피물류,1228160078,14.883561643835616
동학식품,1178118879,21.30697958904109
성원하이드로릭스,1318181121,7.488583287671233
리본,2038156704,35.79447257534246
엠케이켐앤텍,1078180508,22.105526876712325
동일도기타일,6048113854,14.315068493150685
신세기건설,6128106034,37.8479202739726
엠이씨,3128131690,52.073673643835626
제일금속,5058105509,38.272927643835615
레디드림,1348115300,0.273972602739726
남양저축은행,1328100010,10.46166983561644
어나더필,2048125086,36.77982416438356
한빛식품,5028148101,26.360727945205472
대영산전,1398122446,24.77600550684931
휴비딕,1238175370,27.26947342465753
신진로기계공업,6098137512,3.203371534246576
광성강관공업,1338126099,27.3972602739726
원우성업,1208128354,14.952054794520548
하이디스테크놀로지,1268167258,52.0493194520548
리뉴시스템,2208160561,4.442721397260274
재원산업기계,1318153173,3.3930448493150687
서강기업,4168116119,23.85196871232877
블루포트,2118655017,20.683162630136984
일신이앤씨,1238174992,19.35657504109589
경일,6218155844,12.029725917808218
마스터스인터내셔널,2208129556,16.759973287671233
플레이스엠,1208643350,20.552306246575338
남국종합건설,6108126354,40.23899287671233
엔바이오컨스,2028163648,13.023481205479452
대흥레미콘,3038103905,10.837137123287672
새한실리켐,2028142279,22.26788115068493
트렉스타,6068142466,64.56120180821918
하이오토클럽,1098173231,19.10958731506849
래피젠,1268163626,8.241456219178081
비엘에스,1018138303,35.53263019178082
아이파트너즈,1018153172,44.93890652054794
우일건설,3038126403,37.52568493150685
퓨리텍,2138121425,54.62066967123288
텍스존,5038148609,1.430745698630137
유미특허법인,2208615023,35.983674
에센텍,1348162410,52.05109104109589
저스트원,3128166850,53.115799589041096
에스엘테크놀로지,2208173182,52.06398939726027
콘텔라,1298133311,52.06688356164384
그린씨에스,3148123726,8.230084219178082
세영엔터프라이즈,2018154772,36.79967726027397
서울경제신문,2088110310,53.02702246575343
성호특수강,6038148383,23.287667753424657
동신관유리공업,1228113240,13.900502520547944
일진알미늄,1358155421,16.95205479452055
디티알,1398115566,27.235362547945204
우영유압,1398119830,16.42856975342466
명신섬유공업,5048114927,1.552511315068493
대주기업,4168111171,17.474883616438355
광주관광개발,4088103379,3.356164383561644
화남피혁,1348120079,48.76785649315068
서서울자동차산업,1098157605,36.77982416438356
수에즈워터테크놀로지앤솔루션스코리아,4038107502,2.648401506849315
원중철강,2298105357,14.267123287671232
경원소재,3128110389,6.328767123287672
오드펠터미널코리아,6108149226,11.073058356164385
오페라,3058138735,61.76679049315068
비룡소,2118637362,32.11872668493151
에스씨엠,5048130683,6.578082164383562
단해인천지점,1308505171,2.136986301369863
함평엘리체컨트리클럽,4088100125,0.547945205479452
에스제이테크,1268174308,52.05768983561644
신덕산업,1258115951,20.36621764383561
레스모아,2118612866,41.00066339726027
일석,3128163756,9.646512410958904
상하건설,2048160045,11.04109589041096
우현피엔티,1178144042,26.601027397260275
디알엠씨티,1208655399,37.41115227397261
필아테크,6228110194,27.07191780821918
동승통상,1058104692,22.58751504109589
케이알티,5068123117,27.423171808219173
오성개발,1248125854,55.94114189041096
보영운수,1198106947,22.939575534246572
단암시스템즈,1238171660,42.24906879452055
서일,1368100763,22.71970032876712
에스티엘글로벌,1048149380,3.212951178082192
한국메디칼푸드,2188119638,18.67709991780822
삼정터빈,6228101832,16.679881095890412
독트라,1398108333,52.09273871232876
베리미디어,2208603094,36.88935273972603
와이티씨,1278104178,37.25629821917808
경원알미늄,3148130678,29.60515358904109
대양레미콘,6218101125,14.429221835616438
한성에스앤아이,6208115005,14.479129808219176
형근,1198144558,14.178080794520548
유로하우징,1138159015,37.90126254794521
강일기업,2118646575,16.182056821917808
동아전기부품,1328104466,25.218732219178083
동광알루미늄,1378150970,25.14101194520548
아이앤테크,4108169700,20.534246575342465
동아산업,3128129549,48.2557046849315
현해건설,1308176310,36.10349657534246
아이소바코리아,2118690498,8.513443178082191
투바앤,1218161190,18.692398931506848
동진이코노,1348166717,19.45205479452055
피닉스컨택트,1068172820,40.2465746849315
태성환경연구소,6108155617,35.49657238356164
삼영교통,6168102739,34.6098822739726
성전사,6208106559,13.204872273972605
테스트테크,3018153578,38.81414361643836
봉신로드셀,1298120311,50.148480109589045
유성건설,6168105508,48.48136191780822
포스텍전자,6218133103,52.14226194520548
제주로지스틱스,2148670297,8.541496931506849
창용금형,6068115519,11.637310821917808
쌍마건영,2208107227,36.77982416438356
디젠,1108117530,52.1892508219178
우석종합건설,5058108961,23.53504
와이케이건기,1198130845,23.11708090410959
해동산업,6228110156,27.98630136986301
공단레미콘,3058142826,13.698629068493153
금강,6038130511,34.803604602739725
평화메탈,1138150009,14.794520547945206
포스콤,1118128419,48.20233684931507
세양물류,6168129140,40.36140550684932
한산엘테크,1368119428,7.74270304109589
신생활식품,1168133616,11.903635123287671
쌍곰,1268102046,50.33849827397261
세광인터내셔날네트워크,2048145272,14.424657534246576
혜동,6218146933,16.103945205479455
선우철강,1218120433,16.171063369863013
우성팩,1268130770,12.219177315068492
씨에스에프,6078135371,11.589936219178082
신한인터피아,2118600297,32.585172547945206
라이크라코리아,2208649770,2.641878465753425
뉴템즈,6098133665,9.771688191780822
건화코포레이션,1148153159,55.8426918630137
제일스포츠센타,1348103615,3.481063205479452
행담도개발,3118113137,36.89497205479452
에이피엠,1348172150,9.524613643835616
삼주기업,5148127088,8.700479506849314
케이피항공산업,6228106875,26.39070493150685
세주기업,6158122896,26.60958904109589
가나아트갤러리,1018119742,14.571790109589042
경진인터내셔날,6068129309,36.94659010958904
티에이밸브,1078171881,5.442091534246575
코렉스,1388113134,50.82502663013699
현대코퍼레이션,5148134202,15.0105741369863
유니아텍스,2208143728,3.5616438356164384
비케이벨리,1018199858,36.77982416438356
엔키아,1078166898,36.27000687671233
삼진엠피에스,1208619622,4.282205643835616
태양자동문,1068160979,50.0949298630137
형제인터내셔널,5028144968,54.33442043835616
매크로통상,2138610020,37.54280501369862
이튼인더스트리즈,2208121855,22.304940465753425
에스제이피플,2078152087,34.54337583561643
리배산업,2148673197,14.808219178082192
셀,1068116639,39.64677421917808
라성산업,1358113339,4.406392273972603
필라테크,2118713620,25.88791693150685
한국코스틱,1368103867,17.31771567123288
마리진,1208654385,10.55600189041096
예람,3058140342,2.7006386301369862
안호모터스,1208143530,12.413064246575344
부국레미콘,1308113936,15.785654219178085
마스텍중공업,6178137793,22.34351547945205
원일산업,1328106708,48.9279829589041
에이치케이안전시스템,1198138186,5.289777671232876
한국펩시콜라,2208124527,15.376712328767123
포천마린,6028114750,19.53767123287671
성환건설,3098104144,38.22186019178082
주영산업,6218139053,33.829655835616435
피엔에스커튼월,6098106187,28.64067106849315
대원식품,6128101591,10.326906684931506
갑오,1288137430,22.70486838356164
대덕에이치티에스,6218122678,5.705075808219179
웰텍,3128125728,40.15248923287671
대전고속버스터미널,3068102360,37.59566591780822
텔라움,1308135380,17.494393041095893
온투이노베이션코리아,1208157242,14.668068931506852
우창,3108120412,35.191123753424655
티엠시,1318163216,10.453106739726028
케이에이치엠홀딩스,2118657387,36.77982416438356
하이필,2148676952,3.2760093424657537
제일엠앤에스,1248114298,12.537998904109587
금강기업,1248138096,31.91780821917808
지테크산업,1348155883,10.085616438356164
대흥산업,6108104307,15.976203863013696
신진미트,2068174341,14.32876712328767
레오니와이어링시스템즈코리아,6068160289,3.095890410958904
히타치터미널솔루션즈코리아,1238148233,4.315068
창미,2188101346,38.853636602739726
하나윈,1358105014,7.010474657534248
광진선박,1048159419,1.8181816712328769
엘케이정밀,1388114531,6.721460712328766
연우산업개발,1098173814,15.890408465753426
코그,5028152487,30.67071090410959
카나리아바이오엠,3128121611,7.059737013698628
삼삼기업,1398134073,4.129158219178082
태성산업,1238151534,45.868776821917805
민성디앤피,2028161655,1.095890410958904
프로이덴버그바이린필트레이션테크놀로지코리아,1258140668,0.821917808219178
한국브렌슨,2118600429,18.949768301369865
모락스,1048127085,34.81354210958904
두성산업,1268124735,0.893217506849315
현대하이텍,4108158130,31.537628191780826
청우코아,1258111969,20.35511076712329
에이엠텔레콤,1298141975,52.12616232876712
부민통신,1328127945,17.082995342465754
우호건설,1288156612,19.027394356164383
나인텍,1298136166,6.527397260273973
디와이엠솔루션,3128117816,14.258749808219177
평화유통,1288152052,21.71103208219178
유원엔알티세종지점,3078511574,52.04639789041096
미래테크노,1248166627,13.603333808219178
선진금속,1198121730,19.863011643835616
더케이소피아그린,2218119949,10.428082191780822
세양폴리머,1068151785,29.75253761643836
양지콘크리트,5058130084,11.385082219178082
아진에프비에스,2028140062,0.0
그레이스인터내셔날,2138195999,42.88667032876712
경풍약품,2208106999,23.3067817260274
백산철강,1078127371,10.5759621369863
부경,3128121775,43.464195205479456
신동,2258102116,8.877655260273972
한영,5058109941,2.267860493150685
티에스씨고려,3018126367,5.403347753424658
영신여객자동차,2108103340,0.9713573698630138
금화저축은행,1228133192,30.721500520547945
스위치코리아,1398113651,7.373435863013698
청우종합건축사사무소,3018119298,22.63535115068493
시스멕스코리아,2298114064,22.267646410958907
팩컴에이에이피,1198101049,2.0273972602739727
길민,6078157375,40.3147725479452
삼영산업(주)서울지점,1138502432,9.193301671232875
지프러스,2248127225,12.22169991780822
중앙알칸,1338140427,24.165785095890413
명진테크,1348186576,41.45610915068493
정도진흥기업,1058134560,33.72746476712329
미래아이엔씨,1068193204,42.633977205479454
동해목재,6068163229,3.4018262191780826
대웅,1308142130,10.89618816438356
노보노디스크제약,1208138527,23.55321016438356
영호엔지니어링,5048152765,14.495639780821918
디케이모터스,6218121010,23.805171753424656
이노컴,1098135028,52.10544923287671
에스틸,1378127519,23.992170000000005
현대밸브,1398110936,26.45792301369864
인텍전기전자,1388112945,36.160625589041096
이노비즈,1138186074,54.70697032876713
아이베스트투자,2118654420,39.49496112328767
대양엔바이오,2058124741,36.16514361643835
세일하이텍,3018118611,12.765983342465754
정의산업,1248179710,2.3287670136986303
상리건설,2098127833,34.40258361643836
유진종합,1188104233,23.294520547945204
삼양엘앤디,2118727333,2.525312383561644
부천,1398108691,2.5767101643835617
수국,2188106093,26.39638298630137
다원체어스,1328137481,35.628346027397264
삼원금형정공,1198117217,1.9063924931506853
남양부직포,1348138905,30.452466273972604
경남판지,1358116637,20.257307424657533
만월산터널,1318143151,11.934733890410955
한길,5138121932,34.73199079452054
영원메디칼,1348150030,50.045485095890406
성창에프앤지,5148135384,16.70623810958904
우신특수포장,1378135682,20.33999273972603
광일,1068118317,11.941492465753424
유니크대성,2018167068,22.791275068493157
선용어패럴,2198111513,55.94427720547945
한조,6108122173,14.751284246575343
달성,4168110094,13.252139123287671
에이치아이티에스,1078191311,48.93778958904109
대한제쇄공업,1318108343,5.576147643835617
아프로산업,1188111957,14.746575342465754
중앙축산사료,1378109001,12.361973698630136
세운건설,4088123002,35.59397660273972
동호전기,1348123358,19.29375684931507
코리아팀버,2118673960,16.659299479452052
대교산업,1168118615,17.091672821917808
안양역사,1238130859,37.7769035890411
하이콘엔지니어링,2298108878,23.79321194520548
크로네스코리아,2138166325,20.892944465753423
브이티더블유,2118669582,15.334852410958904
티에이치이,1248179914,14.35938476712329
호연엠테크,2208623988,36.77982416438356
에프디시스,1078183811,52.119685178082186
레이크힐스,6168131189,35.389645589041095
티앤에스트레이딩,2118695815,15.60958904109589
석교상사,1208117745,55.12254539726028
비엠아이,5038135123,60.67673065753425
쎌라니즈코리아,2298129233,14.527397260273972
미광스포렉스,5038153835,39.2812201369863
인스웨이브시스템즈,1078616054,25.483149479452056
상진,1398117356,33.37391693150685
비전모터,1348199692,4.081246219178082
레이캅코리아,1398100869,31.280290520547943
빠라베에사,1278171513,3.324200712328767
대선스틸,2158199948,36.79967726027397
에스에스오토,2148740072,13.064164876712333
현대유압,6038140979,8.267525260273972
태원전장,5038159289,2.616438356164384
영미산업,1358102661,30.73433175342466
한호산업,5058118120,30.152788684931505
폴리,1348188822,48.73421216438357
엠케이에프엔씨,2018154791,49.41574465753425
디티에스,3128143522,13.831193095890413
대중특수강,6068167360,26.407911315068496
조흥저축은행,6128100044,7.2009443835616445
베스트프랜드,2128137512,45.64334191780822
노벨과개미,2118613244,47.27728010958904
우영개발,2098108137,12.378635753424655
금성스틸,5148128767,30.49619167123287
신화,3028109003,8.995412465753423
형제식품,4088153151,37.07604632876712
동양마그닉스,1228116723,13.992894410958904
나라코퍼레이션,6038115505,20.30528010958904
범양공조산업,5028125656,5.961643835616439
네오넌트,6068168904,10.26027397260274
한국씰마스타,1368101670,43.94375912328767
대운가스프랜트,4178107684,23.693358273972603
한솔약품,2048167859,14.627751890410956
참마트포항농수산물유통센타,5068125231,14.143835616438356
대흥피에스씨,6228101962,2.770167205479452
제일위생,1378132031,20.263786410958904
유호산업개발,2208184660,39.59081547945205
동연디자인,1208656011,40.37934219178082
에스씨디,2208662545,11.667842438356164
영진,1308103122,49.9999946849315
세진여객,6078103694,8.795299178082193
영인코퍼레이션,2158156099,18.775178493150687
미성패밀리,1088127239,27.64464876712329
유닉스,1398110047,59.31671383561643
코에어,1378141753,4.952581041095891
일삼,1288101626,30.365292
탑인프라,1288163262,43.44238021917808
잇츠,1018144673,42.52477906849315
코리아정공,6228116183,27.93039249315068
삼도유압,6068157732,17.631460109589042
신오케미칼,1078195530,7.363013698630137
산켄엘렉트릭코리아,1058610146,14.404109589041097
에이치제이씨,1358109475,21.195513753424656
파이낸셜뉴스신문,1078195321,26.935417616438357
이엠피서비스,1088156132,16.92141068493151
삼포통상,2128115600,3.4869237534246578
맥시스,1318175634,22.512003643835616
서융소프트웨어,6218135362,36.77982416438356
립멘,1318129334,28.204754958904108
대건산업건설,3038125331,35.839671506849314
대공개발,2208110192,35.96758117808219
구룡물류,1258140936,20.22367789041096
녹색개발,1148177961,12.498367506849316
테크네트,1238163781,48.31461435616438
지제이알미늄,1348143830,22.60578098630137
티에스이,5138114940,54.66522706849315
경일약품,5018115780,18.65068493150685
화송,6078139324,42.46574846575342
유성,6068166487,16.663800356164383
송천개발,2148108371,36.77982416438356
금영이티에스,6108149264,3.561643589041096
문화직물,6218101862,0.547945205479452
에이디티,1338140693,53.20771279452055
명광엔지니어링건축사사무소,1288122276,23.82507586301369
소다,2118121185,13.414014219178084
일광엔지니어링,6218119265,11.780820958904108
중도가스,3148100494,15.336506904109587
유진정밀,5058121396,37.01773589041096
관문스틸,1018602042,14.568493150684931
삼일약품교역,1088134972,14.582191780821915
칠성산업,6098108773,39.78193564383562
여삼,1208106461,38.39586550684932
이롬,2218512338,2.8916517534246577
효성건업,1098158322,8.258316383561644
한서교통,2188107108,36.21917808219178
안신,1318148840,39.2610995890411
동진여객,6038104648,28.767118712328767
나우이엘,1378147140,18.35786134246576
유벨라,6228116086,15.033365452054795
부마씨이,6228122540,8.767122301369863
성진테크윈,3058148572,52.11984868493151
한국모노레일,2248109019,1.633672849315068
세이브존리베라,2148116323,1.506849287671233
대한시스템즈,1098100285,15.565463534246572
태아산업,3038120748,18.466566493150687
린도,5068132770,28.214931726027395
한일티앤씨,2138637688,7.908675287671232
이지서티,2018175821,43.226783616438354
입센코리아,1098147484,18.359044356164382
첨단메탈코팅,1258143646,2.465753178082192
가나안상사,1148144228,24.662798547945208
아이케이,1368131567,59.07794504109589
제시앤코,2018171539,57.60619394520548
동일인테리어,2208611745,26.213422986301367
동영물산,6068108740,15.068493150684931
케이씨씨모터스,1068176210,2.172211178082192
하슬라아트월드,2268125878,13.967608739726028
우리기술,5048144533,17.548136575342465
유니,1148179974,20.850784328767123
한국에이엔디,1168159810,42.62739671232877
젠시스,2118641963,48.34886095890411
서한통산,2048121440,21.569632356164384
인텔로그디앤씨,1168151384,36.77982416438356
한진전자공업,1328109613,9.84474824657534
흥아기연,1308133247,33.67951076712329
대륭전선,3018121585,16.147776273972603
강릉건설,2158151527,16.59216076712329
코젠바이오텍,1018156320,5.136101479452055
노바셀테크놀로지,5068136908,35.047704082191785
사강랩테크,2158175209,14.95890410958904
갑도물산,2038144192,38.64998509589041
근우,2138198870,25.20855293150685
디씨티,6098136774,39.5667361369863
라성건설,1348104327,38.74385747945205
로토크와이티씨,1378137225,11.15296709589041
세종메이저인터내쇼날,1058618226,14.178082191780822
씨엠에스켐,1208181096,14.143835616438356
내일투어,1108133092,12.38265210958904
신광강판인쇄,1278126736,2.9832569589041094
사이버메드,2148627261,28.30837410958904
제이엔테크,5068136698,19.96014624657534
케이엠에스제약,1248150810,4.611871452054794
영풍제약,1398102509,32.36025320547945
에이치앤케이산업,3128103461,20.22367789041096
장일산업,2048125844,6.226649643835616
성진세미텍,1338136414,23.992170082191784
가드너덴버코리아,2138149796,5.322895479452055
서도비엔아이,1348102294,13.202374657534246
아이엠텍,1348162875,52.43104301369864
동우전기,1258120740,42.86000202739727
이티알,1248152588,27.21192246575342
씨앤팜,1198144543,10.271802958904107
덕지산업,1348118175,31.37791731506849
와이피피,1268114974,19.476586
서부산업,1288135354,28.700477534246573
협신,1328108628,41.25661745205478
영화수출포장,1398111196,21.519021260273973
이엠알,1248146470,4.58281402739726
태흥산업,1138146150,42.39951372602739
정원개발,6108156498,31.301369369863018
비카코리아,6108128707,49.43682912328767
케이원,1078154150,52.580649972602735
보릿골푸드,1228174117,4.366438356164384
코리아테크,1378157819,25.501450109589047
명성씨엠아이,1368128795,6.936487260273973
다움코퍼레이션,2168114919,49.14183263013698
유쾌한생각,1198165121,62.32068158904109
두원개발,1128116065,9.852054794520548
신한에어텍,1058175009,6.605782657534247
경림,5058106264,31.55555158904109
풍성,2118610024,15.045541479452051
대진단조,6068162706,7.088161534246576
칼소닉칸세이코리아,6228111927,3.593875452054795
코스텍시스,1198124815,52.04734539726028
에이치앤에이,2118676666,9.840181808219178
대한이앤이,4018115568,51.84595693150684
서일전선,1278159805,33.93250553424658
이에스엔지니어링건축사사무소,4098169165,36.77982416438356
에이치케이에스지아이,1048139451,36.79967726027397
에이오에스,2208104176,37.31982805479451
엔씨울산,6108116287,57.85240317808219
코나드,1148615164,41.76314150684932
트릭아이미술관,2078139425,56.24477232876712
현대강업,5058131351,21.935672684931507
신창제지공업,3128149017,20.253605068493155
대경테크노,5138128648,21.103945287671237
이퍼블릭코리아,1028101245,21.70360791780822
태형리싸이클링,5108125735,54.03172871232877
지오닉스,1328105349,37.55892375342466
삼남강재,1078120816,30.017672301369863
건종,1358103904,49.915424
대세철강,2118144816,15.253424657534246
한국오.지.케이.,1198103601,47.88793575342466
대한공기,1258115325,7.835616438356165
한우리외식산업,2118140237,3.5616435342465755
브랜탁코리아,1148177689,18.213468273972605
미성이앤씨,1078133946,19.950184657534248
오성전자,3128107768,52.09625257534245
우전,5148132693,42.343302657534245
삼진스틸산업,1218161813,14.24657383561644
부흥공조,2128133495,17.20857780821918
루트제이드,3148131997,5.804740410958904
야후건기,1258123280,6.810175589041097
새한신용정보,2028143754,51.3475578630137
하베코리아,1098145190,17.06988306849315
덕경종합건설,6178132051,36.79662427397261
동광,5028122533,57.05514808219179
세강,6068160009,23.503960849315067
일광폴리머,1058166591,22.89341435616438
부라더상사,2188119905,14.316657506849316
동우씨엠,5028145633,46.53276095890411
킹텍스,3158105416,10.52692120547945
신우탑텍,5148129223,11.473638383561644
오리엔트,1288163369,19.989693397260275
목우강재,4098111149,14.376712328767123
고려여객자동차,6048100077,0.9713573698630138
신성여객,1288123969,24.51547021917808
구미화물터미널,5138109317,1.7033947397260272
대동전장,5148136971,15.164383561643836
삼양종합특수강,6068132105,14.513698630136986
화남전자,2058133556,24.96471249315068
태강,1248135838,37.92473093150685
유성건설,5058106323,48.48136191780822
두백,1058129655,55.722668054794525
정우개발,6098114708,43.902348821917805
삼오테크,4108162560,20.424212904109588
나산기업,1198151777,5.308219178082192
부산일보,6048106917,47.248174438356166
신진,5058136507,7.522977013698632
우양냉장,6038147860,3.8439177260273976
한원마리타임,1018163044,1.7986895342465754
이우티이씨,1248164686,9.57461991780822
신화건설,2268107962,36.460123506849314
조은아이건설,6218120461,40.798596383561645
